SampleName_TF-prey,Treatment-1_TF batch,Treatment-2_DNA-bait,Treatment-3_Day,Treatment-4_Experimental method,Treatment-5_Plate,Bio-replicate Treatment_Bio-rep,Signal
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-083_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-084_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-085_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-086_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-087_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-088_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-089_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-090_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-091_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-092_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-093_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-094_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-095_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#1_LargeScale.csv,Treatment-3_Day#4_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-096_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-097_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-098_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-099_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-100_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-101_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-102_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-103_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-104_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-105_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-106_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-107_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-108_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-109_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-110_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-111_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-112_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-113_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-114_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-115_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-116_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-117_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-118_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-119_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#1_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-120_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-121_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-122_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-123_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-124_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-125_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-126_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-127_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-128_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-129_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-130_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-131_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-132_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-133_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-134_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-135_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-136_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-137_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-138_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-139_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-140_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-141_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-142_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-143_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#2_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-144_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-145_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-146_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-147_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-148_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-149_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-150_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-151_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#2_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-152_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-153_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-154_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-155_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-156_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-157_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-158_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-159_LargeScale.csv
SampleName-4_LargeScale.csv,Treatment-1_TF batch#4_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#1_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-160_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-161_LargeScale.csv
SampleName-1_LargeScale.csv,Treatment-1_TF batch#1_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-162_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-163_LargeScale.csv
SampleName-2_LargeScale.csv,Treatment-1_TF batch#2_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#2_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-164_LargeScale.csv
SampleName-3_LargeScale.csv,Treatment-1_TF batch#3_LargeScale.csv,Treatment-2_DNA-bait#2_LargeScale.csv,Treatment-3_Day#3_LargeScale.csv,Treatment-4_Experimental method#3_LargeScale.csv,Treatment-5_Plate#1_LargeScale.csv,Bio-replicate Treatment_LargeScale.csv,Signal-165_LargeScale.csv
